"You need to add API KEY, EMAIL and PASSWORD in plugin configuration.","E' necessario configurare i parametri API KEY, EMAIL e PASSWORD nelle configurazioni del plugin."
"Your user credentials are incorrect. Please change your EMAIL and PASSWORD in plugin configuration.","Le tue credenziali di accesso sono errate. Per favore cambia EMAIL e PASSWORD nelle configurazioni del plugin."
